addr,name,subsystem,conf,size,ninsn,callers,purpose
0x0207dca6,fm_radio_hf_coef_load,PERIPH,med,146,47,0,write FM receiver HF_CON1/HF_CRAM registers 0x12e14-1c
0x0207dd38,le_device_db_remove,BT,med,20,5,0,mark LE bonding entry free (0xFF)
0x0207dd4c,le_device_db_init,BT,med,56,18,0,malloc 56-byte LE bonding entry table
0x0207dd84,le_device_db_free_slot_count,BT,med,36,13,0,count free slots in LE bonding table
0x0207dda8,le_device_db_identity_get,BT,med,78,32,0,"read entry index, address and IRK"
0x0207ddf6,le_device_db_encryption_get,BT,med,74,31,0,"read LTK, EDIV, RAND and auth flags"
0x0207de40,le_device_db_add,BT,med,60,24,0,store address and IRK into free bonding slot
0x0207de7c,le_device_db_encryption_set,BT,med,58,23,0,"write LTK, EDIV, RAND, key size, auth flags"
0x0207deb6,le_device_db_deinit,BT,med,142,66,0,free LE bonding table buffer
0x0207df44,bt_conn_sm_ctx_get,BT,low,18,6,0,"lookup connection by handle, return +60 context"
0x0207df56,setlinebuf,MEMLIB,high,16,6,0,set line buffering on stream
0x0207df66,ble_sm_passkey_clear,BT,low,132,45,0,"clear pairing passkey buffer, set SM state, core-locked"
0x0207dfea,ble_sm_tk_buf_clear,BT,med,28,10,0,zero 16-byte TK buffer at context +32
0x0207e006,ble_sm_passkey_set_default,BT,low,146,47,0,write default 123456 passkey into SM context
0x0207e098,ble_sm_config_byte_set,BT,low,18,5,0,store config byte at SM context +320
0x0207e0aa,ble_sm_auth_req_default,BT,low,20,6,0,set default auth-requirements byte 51 at +314
0x0207e0be,ble_sm_init,BT,med,304,99,0,"alloc SM context, load or generate IRK/CSRK via VM/TRNG"
0x0207e1ee,ble_sm_param_pair_set,BT,low,26,8,0,set two SM parameter bytes to 5 at +312
0x0207e208,ble_sm_key_size_range_set,BT,med,28,9,0,set encryption key size range 7..16 at +310
0x0207e224,ble_sm_auth_flags_or,BT,low,24,7,0,OR bit 8 into auth flags halfword at +314
0x0207e23c,ble_sm_queue_init,BT,low,24,7,0,init list/queue node at SM context +396
0x0207e254,ble_sm_handler_register,BT,low,28,8,0,"store handler fn 0x0200097e, init node at +388"
0x0207e270,bt_cfg_buf_fields_init,BT,low,38,15,0,"zero 16-byte buffer, set config fields 12/14"
0x0207e296,bt_stack_stat_inc_324,BT,low,18,5,0,increment event counter at context +324
0x0207e2a8,ble_hci_cmd_send,BT,low,60,20,0,"build two param buffers, send HCI command via 0x654de"
0x0207e2e4,bt_stack_stat_inc_328,BT,low,18,5,0,increment event counter at context +328
0x0207e2f6,ble_hci_handler_set,BT,low,22,6,0,"store handler pointer at +376, notify via 0x65552"
0x0207e30c,sm_address_resolution_idle,BT,med,20,7,0,return 1 when no address resolution in progress
0x0207e320,sm_event_packet_build,BT,med,38,14,0,"build sm_just_event_t header (type,size,handle,addr)"
0x0207e346,sm_event_dispatch,BT,med,64,23,0,invoke registered SM packet handlers with event
0x0207e386,sm_event_send_simple,BT,med,34,16,0,"build 16-byte SM event, dispatch to handlers"
0x0207e3a8,sm_address_resolution_start,BT,med,48,20,0,"stage peer addr, notify identity-resolving started (0xD8)"
0x0207e3d8,is_buffer_all_zero,MEMLIB,high,22,9,0,return 1 if all buffer bytes zero
0x0207e3ee,sm_key_is_zero,BT,med,8,4,0,check 16-byte SMP key all zero
0x0207e3f6,sm_event_send_with_device,BT,low,80,32,0,build SM event including device-db lookup and peer address
0x0207e446,sm_address_resolution_done,BT,med,202,80,0,"finish identity resolving, notify success (0xDA) or failure"
0x0207e510,sm_event_send_for_conn,BT,med,48,20,0,emit connection SM event (pairing started 0xDF) to handlers
0x0207e540,sm_pairing_ctx_reset,BT,low,28,9,0,reset pairing context bytes before LTK/encryption work
0x0207e55c,sm_get_pairing_auth_req,BT,med,32,10,0,compute auth_req byte for SMP pairing PDU
0x0207e57c,sm_prepare_pairing_pdus,BT,med,190,68,0,"assemble SMP pairing request/response PDU fields (iocap,oob,authreq,keydist)"
0x0207e63a,sm_io_cap_encode,BT,low,32,10,0,encode IO capability bits into method-matrix index
0x0207e65a,sm_set_io_capabilities,BT,med,24,10,0,store local IO capability encoding for pairing
0x0207e672,sm_select_stk_method,BT,med,204,77,0,pick pairing method via 5x5 IO-capability matrix table
0x0207e73e,sm_pairing_timer_stop,BT,med,28,9,0,remove active pairing timeout timer
0x0207e75a,sm_pairing_timer_start,BT,med,46,15,0,arm 30s pairing timeout with callback and connection
0x0207e788,sm_pairing_timer_clear_handle,BT,med,34,10,0,stop pairing timer if handle matches active pairing
0x0207e7aa,sm_conn_timeout_restart,BT,low,58,19,0,restart per-connection 300ms response timer
0x0207e7e4,sm_pairing_timer_restart,BT,low,6,3,0,wrapper re-arming the pairing timeout timer
0x0207e7ea,sm_event_send_ext,BT,low,46,18,0,"build 16-byte SM event with extra stack arg, dispatch"
0x0207e818,sm_pairing_execute_method,BT,low,164,70,0,dispatch pairing user-interaction events per selected method
0x0207e8bc,sm_state_advance,BT,med,6,2,0,increment connection pairing state field
0x0207e8c2,sm_c1_xor_p1,BT,low,74,27,0,SMP c1: XOR block with pairing req/rsp p1 value
0x0207e90c,sm_peer_io_cap_matches,BT,low,44,15,0,compare peer IO capability encoding against local
0x0207e938,sm_bonding_store_peer_keys,BT,med,326,109,0,"store peer LTK/keys in bonding db, notify identity created"
0x0207ea7e,sm_run,BT,high,2564,810,0,btstack SM main pairing/encryption/resolution state machine
0x0207f482,sm_load_peer_ltk_from_db,BT,med,124,45,0,fetch bonded LTK/EDIV/RAND into pairing context
0x0207f4fe,sm_encryption_start_continue,BT,low,138,53,0,advance deferred encryption-start state then run SM
0x0207f588,sm_deinit,BT,low,30,8,0,free SM global state block
0x0207f5a6,sm_encryption_key_size,BT,med,26,9,0,return negotiated encryption key size for handle
0x0207f5c0,sm_authenticated,BT,low,24,9,0,return authenticated flag for connection handle
0x0207f5d8,sm_security_level,BT,low,30,11,0,return security level for connection handle
0x0207f5f6,sm_disconnect,BT,low,114,41,0,"disconnect BLE link with reason 0x13, stop pairing timer"
0x0207f668,sm_zero_pad,BT,med,20,8,0,zero key buffer tail from offset to byte 15
0x0207f67c,sm_hci_event_handler,BT,high,1662,544,0,SM HCI events (connect/disconnect/encrypt/LE-rand) plus rand/encrypt results
0x0207fcfa,sm_pairing_state_reset,BT,low,20,6,0,reset connection pairing state to initial phase
0x0207fd0e,sm_pdu_handler,BT,high,1000,339,0,"receive/validate SMP PDUs via code-length table, drive pairing"
0x020800f6,sub_020800f6,UNKNOWN,low,14,5,0,zero 16-word RAM block at 0x01c0d6f4
0x02080104,ble_att_server_setup_init,BT,med,86,21,0,"register ATT CID handler, profile db, callbacks, timers"
0x0208015a,att_server_register_packet_handler,BT,med,16,4,0,store app packet handler into ATT state
0x0208016a,att_server_request_can_send_now_event,BT,med,24,8,0,"set can-send flag, request L2CAP can-send on CID 4"
0x02080182,att_can_send_now_stub,BT,low,6,3,0,tail-call wrapper to can-send request
0x02080188,att_get_connection,BT,med,18,6,0,"lookup connection by handle, return ATT state offset"
0x0208019a,att_can_send_check,BT,low,10,3,0,wrapper querying ATT channel busy state
0x020801a4,att_server_notify,BT,high,84,31,0,send ATT Handle Value Notification (0x1B)
0x020801f8,att_server_indicate,BT,high,128,47,0,"send ATT Indication (0x1D), arm 30s confirm timer"
0x02080278,att_packet_dispatch,BT,low,194,64,0,route incoming ATT events to registered handlers
0x0208033a,att_hci_event_handler,BT,med,356,118,0,"HCI events: connect/disconnect/encrypt, per-conn ATT state"
0x0208049e,att_emit_mtu_event,BT,med,66,25,0,emit 0xB5 MTU-exchange-complete event to app handler
0x020804e0,att_server_packet_handler,BT,med,810,255,0,"main ATT channel handler: PDUs, can-send, indication confirm"
0x0208080a,att_conn_bitfield_query,BT,low,46,17,0,read 3-bit field from connection state byte
0x02080838,att_mtu_entry_find,BT,low,24,9,0,find per-connection MTU entry by con handle
0x02080850,att_mtu_entry_create,BT,med,70,27,0,"get-or-create MTU entry, default ATT_DEFAULT_MTU 23"
0x02080896,att_mtu_entry_create_stub,BT,low,6,3,0,tail-call wrapper to MTU entry create
0x0208089c,att_set_mtu_notify,BT,low,76,30,0,"update connection MTU, emit change event"
0x020808e8,bi_more_comps,SECURITY,med,34,13,0,zero-extend bigint comps array to n words
0x0208090a,bi_alloc,SECURITY,high,86,31,0,allocate bigint from free list or memory pool
0x02080960,bi_initialize,SECURITY,high,38,16,0,"init BI_CTX, create permanent bi_radix"
0x02080986,trim,SECURITY,high,26,11,0,shrink bigint size past zero high words
0x020809a0,bi_import,SECURITY,med,64,27,0,import 16 big-endian bytes into new bigint
0x020809e0,find_max_exp_index,SECURITY,med,38,15,0,bit index of most significant set bit
0x02080a06,comp_left_shift,SECURITY,med,170,55,0,"shift bigint left by n bits, growing"
0x02080ab0,bi_rshift,SECURITY,med,146,52,0,shift bigint right by n bits in place
0x02080b42,bi_xor,SECURITY,high,70,25,0,"XOR-combine two bigints, return larger"
0x02080b88,bi_free,SECURITY,high,42,15,0,"decrement refs, return bigint to free list"
0x02080bb2,bi_poly_mod2,SECURITY,med,114,45,0,GF(2) polynomial remainder via shift and XOR
0x02080c24,bi_poly_mul,SECURITY,med,132,51,0,carryless GF(2) polynomial multiply
0x02080ca8,bi_comps_export_be,SECURITY,low,42,17,0,export bigint comps as big-endian bytes
0x02080cd2,bi_terminate,SECURITY,med,14,5,0,depermanent and free bi_radix
0x02080ce0,sha256ProcessBlock,SECURITY,high,286,97,0,SHA-256 64-round block compression function
0x02080dfe,sha256Update,SECURITY,high,98,30,0,"hash data in 64-byte blocks, track totals"
0x02080e60,sha256Final,SECURITY,high,100,34,0,"pad message, append bit length, emit digest"
0x02080ec4,hmacCompute,SECURITY,high,396,132,0,one-shot HMAC-SHA256 via hash descriptor
0x02081050,sha256Compute,SECURITY,high,562,209,0,"one-shot SHA-256; block holds sha256Init, K table"
0x02081282,uECC_vli_clear,SECURITY,med,16,6,0,zero n words of a vli
0x02081292,uECC_vli_bytesToNative,SECURITY,med,60,23,0,pack byte string into vli words
0x020812ce,uECC_vli_add,SECURITY,med,50,18,0,"multiword add, return carry"
0x02081300,uECC_vli_testBit,SECURITY,med,16,5,0,test bit n of vli word array
0x02081310,ecc_p192_reduce,SECURITY,med,72,32,0,"fast reduction mod P-192 prime, bit-mask plus conditional subtract"
0x02081358,mpi_is_zero,SECURITY,high,26,11,0,"OR all limbs, return 1 when bignum is zero"
0x02081372,mpi_sub,SECURITY,high,50,18,0,"limb-wise subtract with borrow, returns final borrow"
0x020813a4,mpi_cmp,SECURITY,high,42,21,0,"compare two bignums, returns -1/0/1"
0x020813ce,mpi_copy,SECURITY,high,22,8,0,copy bignum limb array of n words
0x020813e4,mpi_mac64,SECURITY,high,42,16,0,64-bit multiply-accumulate limb with carry-out chain
0x0208140e,ecc_field_mul,SECURITY,high,204,74,0,comba limb multiply then callback reduction mod p
0x020814da,ecc_field_sqr,SECURITY,med,10,5,0,field square shim: out = a^2 mod p
0x020814e4,ecc_point_scale_jacobian,SECURITY,med,58,28,0,scale point coords by z^2 and z^3 (Jacobian)
0x0208151e,ecc_field_sub,SECURITY,med,26,11,0,modular subtraction with conditional add-back of prime
0x02081538,mpi_cmp_words,SECURITY,high,42,16,0,"compare limb arrays from most significant, returns 1/0/-1"
0x02081562,ecc_field_add,SECURITY,med,40,17,0,modular addition with conditional subtract of prime
0x0208158a,ecc_point_double_p192,SECURITY,low,270,117,0,"long field-op sequence, Jacobian point doubling"
0x02081698,ecc_point_add_p192,SECURITY,low,200,84,0,"field-op sequence, point addition ladder step"
0x02081760,mpi_rshift1,SECURITY,high,28,13,0,shift bignum right one bit across limbs
0x0208177c,ecc_field_halve,SECURITY,med,50,22,0,"divide by 2 mod p, adds prime first when odd"
0x020817ae,ecc_field_invert,SECURITY,med,250,102,0,binary GCD modular inversion using halve and subtract
0x020818a8,ecc_point_mul_p192,SECURITY,med,414,158,0,scalar multiply ladder with bit scan and affine conversion
0x02081a46,mpi_words_to_bytes,SECURITY,med,44,15,0,pack limbs into byte string via bit-offset extraction
0x02081a72,ecdh_p192_gen_keypair,SECURITY,med,312,117,0,"RAND64 random scalar with retry, pub = k*G"
0x02081baa,ecdh_p192_scalar_mul_valid,SECURITY,med,84,37,0,scalar times point with non-infinity result validation
0x02081bfe,ecdh_p192_compute_dhkey,SECURITY,med,842,326,0,"import peer public key, compute and export shared secret"
0x02081f48,ssp_f1_p192,BT,med,56,25,0,"HMAC-SHA256 over U||V||Z (49 bytes), 16-byte commitment"
0x02081f80,ssp_f1_p192_swap,BT,med,102,43,0,f1 wrapper reversing big-endian coordinates and digest
0x02081fe6,ssp_g_input_sha256,BT,med,70,31,0,"pack 80-byte g-function input, one-shot SHA-256"
0x0208202c,ssp_g_p192_passkey,BT,high,160,62,0,numeric comparison value from digest mod 10^6
0x020820cc,ssp_f3_p192,BT,med,106,47,0,HMAC-SHA256 with 24-byte key over 63-byte message
0x02082136,ssp_f3_p192_build,BT,med,264,100,0,"pack nonces, IO capabilities and addresses, call f3"
0x0208223e,ssp_f2_p192,BT,med,94,42,0,HMAC-SHA256 with 24-byte key over 48-byte message
0x0208229c,ssp_f2_p192_linkkey,BT,high,530,226,0,"link key derivation, packs btlk keyID for f2"
0x020824ae,update_ctx_alloc,STORAGE_FS,med,48,14,0,allocate and init 104-byte update reader context
0x020824de,update_state_notify,STORAGE_FS,low,28,10,0,"set update state byte, invoke registered callback"
0x020824fa,jl_sfc_cipher,STORAGE_FS,high,50,20,0,"flash XOR stream cipher, key^(offset>>2) per 32-byte block"
0x0208252c,crc16_hw_buf,MATHLIB,high,10,3,0,"hardware CRC16 over buffer, tail call"
0x02082536,update_pkg_parse_verify,SECURITY,med,1212,387,0,parse and verify update package header and .bin records
0x020829f2,jlfs_entry_find_load,STORAGE_FS,med,226,82,0,"find 32-byte entry by name, decrypt and CRC-verify payload"
0x02082ad4,flash_buf_is_erased,STORAGE_FS,high,32,12,0,check buffer is entirely 0xFF (erased flash)
0x02082af4,flash_read_decipher,STORAGE_FS,med,140,46,0,unaligned flash read plus sfc decipher into destination
0x02082b80,update_verify_blocks,SECURITY,med,382,131,0,"walk entry data blocks, CRC-verify and decipher each"
0x02082cfe,update_reader_close,STORAGE_FS,low,22,8,0,call update device close/release callback if registered
0x02082d14,jieli_update_set_offset,STORAGE_FS,low,16,5,0,store 64-bit offset+size into update context
0x02082d24,jieli_ufw_update_run,STORAGE_FS,med,1542,501,0,"verify UFW header/chip-id, flash verified blocks with progress"
0x0208332a,jieli_update_file_check,STORAGE_FS,low,106,33,0,check update file; delete or format-and-hang on mismatch
0x02083394,jieli_update_dispatch,STORAGE_FS,med,196,67,0,"dispatch update file types 0x5A02-0x5A08, run flasher"
0x02083458,jieli_update_entry,STORAGE_FS,low,1236,504,0,busy-guard wrapper dispatching update command
0x0208392c,audio_dac_analog_mode_set,AUDIO_OUT,med,376,150,0,configure DAC analog register fields for mode 1-4
0x02083aa4,audio_dac_trim_pulse_read,AUDIO_OUT,med,38,12,0,"strobe trim counter, short delay, read result"
0x02083aca,audio_adda_link_write,AUDIO_OUT,med,54,19,0,"raw write to codec serial link, DMA or direct"
0x02083b00,audio_adda_reg_write,AUDIO_OUT,med,30,9,0,write codec analog register via serial port
0x02083b1e,audio_adda_init_seq,AUDIO_OUT,med,36,17,0,codec analog init register write sequence
0x02083b42,adda_win208_write,AUDIO_OUT,med,24,12,0,indexed analog reg write via window 208-210
0x02083b5a,adda_win200_write,AUDIO_OUT,med,24,12,0,indexed analog reg write via window 200-202
0x02083b72,audio_dac_analog_init,AUDIO_OUT,med,386,130,0,"init DAC analog regs, poll trim, program DAA"
0x02083cf4,audio_adda_reg_read,AUDIO_OUT,med,48,14,0,read codec analog register via serial port
0x02083d24,adda_win200_read,AUDIO_OUT,med,24,10,0,indexed analog reg read via window 200
0x02083d3c,audio_dac_analog_mute,AUDIO_OUT,low,62,23,0,clear enable bits in analog regs 64/65/4
0x02083d7a,audio_adda_power_seq,AUDIO_OUT,low,26,9,0,"run codec init seq, set analog reg 25"
0x02083d94,adda_win208_read,AUDIO_OUT,med,24,10,0,indexed analog reg read via window 208
0x02083dac,audio_trim_dac4_set,AUDIO_OUT,med,36,13,0,write 10-bit trim value to analog regs 4/97
0x02083dd0,audio_trim_dac6_set,AUDIO_OUT,med,38,14,0,write 10-bit trim value to analog regs 6/97
0x02083df6,audio_trim_dac5_set,AUDIO_OUT,med,38,14,0,write 10-bit trim value to analog regs 5/97
0x02083e1c,audio_trim_dac7_set,AUDIO_OUT,med,36,13,0,write 10-bit trim value to analog regs 7/97
0x02083e40,audio_trim_dac8_set,AUDIO_OUT,med,36,13,0,write 10-bit trim value to analog regs 8/98
0x02083e64,audio_trim_dac9_set,AUDIO_OUT,med,38,14,0,write 10-bit trim value to analog regs 9/98
0x02083e8a,audio_dac_trim_write_1191c,AUDIO_OUT,low,22,7,0,write 7-bit trim field of codec reg 0x1191C
0x02083ea0,audio_adc_con_rmw,AUDIO_OUT,low,18,6,0,read-modify-write bitfield of codec reg 0x11920
0x02083eb2,audio_dac_trim_config_load,AUDIO_OUT,med,150,56,0,load per-index trim config from RAM into DAC regs
0x02083f48,adda_win212_read,AUDIO_OUT,med,26,10,0,indexed analog reg read via window 212
0x02083f62,audio_adda_osc_count_read,AUDIO_OUT,low,78,26,0,"trigger analog measure, calibrated delay, read result"
0x02083fb0,audio_dac_trim_config_autoselect,AUDIO_OUT,med,48,18,0,"try 4 trim configs, keep first under threshold"
0x02083fe0,audio_dac_trim_calibrate,AUDIO_OUT,med,878,315,0,codec init then sweep trims minimizing measured power
0x0208434e,audio_dac_dcc_set,AUDIO_OUT,med,46,15,0,write signed 9-bit DC-offset trim to DAC reg
